shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
108;94028BD0065_02_SEN_ind01.pdf;94028BD0065;2;3;35;21;14;0;35;14;30m < D <= 40m;entre 60 et 90;0;0;0;0;5 X 8;3;NULL;2123098.84436033;2123104.87783109;-30.0415925746048;-23.6324737599823
109;94028BF0159_02_SEN_ind01.pdf;94028BF0159;2;2;35;8;27;NULL;35;27;0m < D <= 10m;entre 60 et 90;NULL;1;0;NULL;30 X 10;10;NULL;2123922.84556175;2123952.14649442;-51.0460637086261;-24.770725622169
110;94028BD0065_01_SEN_ind01.pdf;94028BD0065;1;2;35;21;14;3;32;11;30m < D <= 40m;entre 60 et 90;1;1;1;0;13 X 10;7;NULL;2123092.05016246;2123101.4332692;-25.9201544671745;-16.0703381700375
111;94028BF0253_01_SEN_ind01.pdf;94028BF0253;1;2;35;14;21;3;32;18;10m < D <= 20m;90;1;18;0;ND12;30 X 20;49;6;Prsence d'un grand vide sanitaire;2123507.21311654;2123536.7831102;25.8764502642543;79.4453261712117
112;94028BF0258_02_SEN_ind01.pdf;94028BF0258;2;1;35;16;19;4;31;15;40m < D <= 50m;entre 60 et 90;1;0;0;0;55 X 32;4;NULL;2123470.48336617;2123486.51671357;41.2949409690397;56.3424921669438
113;94028BD0295_01_SEN_ind01.pdf;94028BD0295;1;2;35;20;15;3;32;12;40m < D <= 50m;entre 60 et 90;1;0;1;0;12 X 10;5;NULL;2123103.01816423;2123115.36497681;-39.2254564796145;-26.2489022840135
114;94028BE0534_01_SEN_ind01.pdf;94028BE0534;1;2;35;16;19;3;32;16;40m < D <= 50m;entre 60 et 90;1;11;NULL;2;40 X 35;33;NULL;2123391.14838407;2123423.07258145;-90.3302128242848;-39.5324560080292
115;94028BF0258_01_SEN_ind01.pdf;94028BF0258;1;1;35;16;19;4;31;15;40m < D <= 50m;entre 60 et 90;1;0;0;0;55 X 32;7;NULL;2123444.98114503;2123469.49156382;44.093649885101;66.6109578682926
116;94028BD0060_01_SEN_ind01.pdf;94028BD0060;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;18 X 10;4;NULL;2123012.8541058;2123022.43278882;21.0800748185117;29.5286954516889
117;94028BF0272_01_SEN_ind01.pdf;94028BF0272;1;1;35;12;23;1;34;22;0m < D <= 10m;entre 60 et 90;1;0;0;0;12 X 12;4;NULL;2123716.87125776;2123729.00910298;-12.7146288610076;0.186900994891535
118;94028BF0283_01_SEN_ind01.pdf;94028BF0283;1;2;35;13;22;4;31;18;10m < D <= 20m;entre 60 et 90;1;0;0;0;40 X 30;4;NULL;2123602.04789376;2123641.52624451;-42.0688722832772;-11.4986907247229
119;94028BD0049_01_SEN_ind01.pdf;94028BD0049;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;25 X 10;4;NULL;2123047.56620847;2123060.58890269;-18.4580525499563;-5.57728673831583
120;94028BD0294_01_SEN_ind01.pdf;94028BD0294;1;2;35;20;15;3;32;12;40m < D <= 50m;entre 60 et 90;1;1;0;0;15 X 10;6;NULL;2123112.90770592;2123127.58929247;-43.8854892208835;-26.3569712909274
121;94028BD0210_01_SEN_ind01.pdf;94028BD0210;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;2;0;0;20 X 10;12;NULL;2123030.10358013;2123052.01336814;23.6771321574331;37.842920515519
122;94028BF0087_02_SEN_ind01.pdf;94028BF0087;2;3;35;13;22;1;34;21;D > 50 m;entre 60 et 90;1;4;0;1;90 X 80;16;NULL;2123556.52932489;2123582.29556635;-81.6415752748644;-45.7950673381748
123;94028BD0046_01_SEN_ind01.pdf;94028BD0046;1;1;35;21;14;0;35;14;40m < D <= 50m;entre 60 et 90;0;0;0;0;6 X 4;3;NULL;2123088.36016757;2123097.23621374;-54.6221302129907;-44.6784562549933
124;94028BD0049_02_SEN_ind01.pdf;94028BD0049;2;1;35;22;13;0;35;13;20m < D <= 30m;entre 60 et 90;0;0;0;0;8 X 3;3;NULL;2123048.10348041;2123054.13338163;-30.3133402915164;-23.7128413415496
125;94028BD0058_01_SEN_ind01.pdf;94028BD0058;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;1;0;0;18 X 10;7;NULL;2123010.38244843;2123020.4849845;-5.76000536801906;3.40216686938165
126;94028BD0055_01_SEN_ind01.pdf;94028BD0055;1;2;35;22;13;3;32;10;40m < D <= 50m;entre 60 et 90;1;0;1;0;18 X 10;5;NULL;2123016.06758725;2123025.40954719;-40.1608499535389;-30.1822275864378
127;94028BD0056_01_SEN_ind01.pdf;94028BD0056;1;2;35;22;13;3;32;10;30m < D <= 40m;entre 60 et 90;1;0;1;0;18 X 10;5;NULL;2123013.67024991;2123023.50784881;-31.6887882037701;-22.1432717452776
128;94028BD0064_01_SEN_ind01.pdf;94028BD0064;1;2;35;21;14;3;32;11;20m < D <= 30m;entre 60 et 90;1;0;0;0;20 X 10;3;NULL;2123082.95854593;2123097.36754902;-21.5543619955353;-7.89646351515283
129;94028BD0272_01_SEN_ind01.pdf;94028BD0272;1;2;35;21;14;3;32;11;Au dessus de l'axe;entre 60 et 90;1;0;1;0;16 X 10;5;NULL;2123054.29647282;2123064.67547255;12.8914432497808;25.158471360828
130;94028BD0057_01_SEN_ind01.pdf;94028BD0057;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;18 X 10;4;NULL;2123018.9168661;2123028.40953057;-3.84849792524319;5.5162706961395
131;94028BF0157_01_SEN_ind01.pdf;94028BF0157;1;1;35;8;27;3;32;24;40m < D <= 50m;entre 60 et 90;1;2;0;1;30 X 23;9;NULL;2123971.06903912;2124007.55600219;16.0611204180697;52.7928961399416
132;94028BD0060_02_SEN_ind01.pdf;94028BD0060;2;2;35;22;13;0;35;13;10m < D <= 20m;entre 60 et 90;0;0;0;0;5 X 3;3;NULL;2123026.14517793;2123029.78015034;21.084057535566;26.739800109956
133;94028BE0523_03_SEN_ind01.pdf;94028BE0523;3;1;35;20;15;0;35;15;D > 50m;entre 60 et 90;0;0;0;0;11 X 8;4;NULL;2123085.50091056;2123101.7527464;124.485125063658;133.720240897004
134;94028BE0523_01_SEN_ind01.pdf;94028BE0523;1;1;35;20;15;0;35;15;20m < D <= 30m;entre 60 et 90;0;0;0;0;66 X 42;9;NULL;2123086.31309783;2123176.49857446;61.8125458969802;132.067832870523
135;94028BD0048_01_SEN_ind01.pdf;94028BD0048;1;2;35;21;14;3;32;11;30m < D <= 40m;entre 60 et 90;1;0;1;0;20 X 15;5;NULL;2123060.73547832;2123071.20049661;-32.7757774552252;-18.0325293079917
136;94028BD0183_01_SEN_ind01.pdf;94028BD0183;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;18 X 10;4;NULL;2123004.47813431;2123014.49878071;19.04200623395;27.5571592263646
137;94028BE0493_01_SEN_ind01.pdf;94028BE0493;1;1;35;17;18;2;33;16;Au dessus de l'axe;entre 60 et 90;1;0;0;0;18 X 15;3;NULL;2123341.27801352;2123358.27835976;-5.40135897127656;10.5726324246393
138;94028BD0098_01_SEN_ind01.pdf;94028BD0098;1;2;35;21;14;3;32;11;0m < D <= 10m;entre 60 et 90;1;0;1;0;20 X 10;5;NULL;2123066.69312395;2123080.87982136;-1.30062557912304;15.2111403784133
139;94028BE0516_01_SEN_ind01.pdf;94028BE0516;1;1;35;20;15;3;32;12;Au dessus de l'axe;entre 60 et 90;1;0;0;0;36 X 26;10;NULL;2123135.53114725;2123174.59799506;8.56061774793183;47.7201538036871
140;94028BD0100_01_SEN_ind01.pdf;94028BD0100;1;2;35;21;14;3;32;11;10m < D <= 20m;entre 60 et 90;1;0;1;0;20 X 10;5;NULL;2123073.56944782;2123084.39264741;-7.17007346616308;3.75815464098659
141;94028BD0050_01_SEN_ind01.pdf;94028BD0050;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;25 X 10;4;NULL;2123038.94387982;2123052.1067843;-11.0821094677433;1.75065200477997
142;94028BD0100_02_SEN_ind01.pdf;94028BD0100;2;2;35;21;14;0;35;14;10m < D <= 20m;entre 60 et 90;0;0;0;0;10 X 5;3;NULL;2123088.4673467;2123096.9555973;-3.75550842794728;4.8066872377237
143;94028BD0058_02_SEN_ind01.pdf;94028BD0058;2;3;35;22;13;0;35;13;20m < D <= 30m;entre 60 et 90;0;0;0;0;7 X 3;3;NULL;2123018.60737132;2123023.578212;-19.2658073906056;-15.9913499178677
144;94028BF0159_01_SEN_ind01.pdf;94028BF0159;1;1;35;8;27;4;31;23;Au dessus de l'axe;entre 60 et 90;1;1;0;NULL;60 X 41;10;NULL;2123918.49669007;2123968.71594781;-43.1860211148527;3.58997568522173
145;94028BF0210_01_SEN_ind01.pdf;94028BF0210;1;1;35;13;22;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;5;0;Non dtermin;50 X 18;18;NULL;2123625.68831004;2123659.78858538;31.9749120618172;82.7917548241473
146;94028BF0272_02_SEN_ind01.pdf;94028BF0272;2;1;35;12;23;1;34;22;30m < D <= 40m;entre 60 et 90;1;0;0;0;12 X 12;4;NULL;2123715.77505863;2123726.97150724;-41.1833791379024;-27.4798763525645
147;94028BF0159_03_SEN_ind01.pdf;94028BF0159;3;1;35;8;27;4;31;23;20m < D <= 30m;entre 60 et 90;1;0;0;NULL;12 X 12;4;NULL;2123935.81550658;2123946.07975746;-60.3290931498273;-45.8501363196018
148;94028BF0157_02_SEN_ind01.pdf;94028BF0157;2;2;35;8;27;3;32;24;D > 50m;entre 60 et 90;0;0;0;0;55 X 11;7;NULL;2123923.36422394;2123968.46083303;58.4167534364489;103.482475362791
149;94028BC0259_01_SEN_ind03.pdf;94028BC0259;1;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2122731.47488328;2122757.54912726;-26.8505383010447;-8.37889466313106
150;94028BC0276_01_SEN_ind01.pdf;94028BC0276;1;2;42;26;16;12;30;4;40m < D <= 50m;<30;4;1;0;0;71 X 70;6;NULL;2122434.14912404;2122631.56974657;7.65077373913019;97.2514816998694
151;94028BC0117_01_SEN_ind01.pdf;94028BC0117;1;2;35;26;9;3;32;6;0m < D <= 10m;entre 60 et 90;4;8;0;4;40 X 17;30;NULL;2122624.8072974;2122684.78973108;7.65077373913019;60.8182691537019
152;94028BC0277_02_SEN_ind01.pdf;94028BC0277;2;2;36;26;10;7;29;3;10m < D <= 20m;<30;4;9;0;1;35 X 17;36;8;NULL;2122508.13460863;2122573.65951784;7.31372466341358;47.3922623639558
153;94028BC0255_03_SEN_ind01.pdf;94028BC0255;3;1;35;25;10;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;9;0;Non dtermin;80 X 60;32;NULL;2122918.79550807;2122940.59482116;-34.6793344480879;-13.1029811048095
154;94028BC0255_05_SEN_ind01.pdf;94028BC0255;5;1;35;25;10;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;0;0;Non dtermin;80 X 60;4;NULL;2122915.01397011;2122932.09415097;-52.3868111016342;-36.271340285062
155;94028BC0300_02_SEN_ind01.pdf;94028BC0300;2;1;35;25;10;Non dtermin;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin;1;0;Non dtermin;40 X 35;3;NULL;2122942.65961367;2122952.61118057;18.1004375838703;19.8226315897355
156;94028BC0300_01_SEN_ind01.pdf;94028BC0300;1;1;35;25;10;3;32;7;0m < D <= 10m;entre 60 et 90;1;8;0;2;40 X 35;24;NULL;2122926.52438993;2122965.24126584;19.7360901766465;50.2877580261657
157;94028BC0255_02_SEN_ind01.pdf;94028BC0255;2;1;35;23;12;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;7;0;Non dtermin;80 X 60;25;NULL;2122937.16803005;2122983.76726009;-65.1138460098519;-14.0131803933403
158;94028BC0255_04_SEN_ind01.pdf;94028BC0255;4;1;35;23;12;Non dtermin;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;0;0;Non dtermin;80 X 60;4;NULL;2122984.22001375;2122995.12899399;-45.1717205041174;-30.3258845027418
178;94028BC0310_03_SEN_ind01.pdf;94028BC0310;3;1;43;24;19;0;43;19;30m < D <= 40m;entre 60 et 90;0;1;0;0;26 X 14;6;NULL;2122284.97885522;2122350.1706131;-101.255199999026;-60.3225774108962
179;94046BH0042_02_SEN_ind01.pdf;94046BH0042;2;1;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;4;0;1;34 X 34;16;NULL;2124189.67709792;2124225.6312856;21.8210792641848;56.9415551656888
180;94046BH0037_01_SEN_ind01.pdf;94046BH0037;1;3;35;6;29;Non dtermin;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;Non dtermin;0;Non dtermin;60 X 53;10;NULL;2124076.54479748;2124154.96137022;-79.4905078203556;-16.1623888292878
181;94046BH0036_03_SEN_ind01.pdf;94046BH0036;3;3;35;5;30;Non dtermin;NULL;non dtermin;D > 50m;entre 60 et 90;Non dtermin;0;0;Non dtermin;60 X 40;3;NULL;2124194.78997269;2124239.3372192;-131.480334629611;-71.4290755832723
182;94046BI0025_01_SEN_ind01.pdf;94046BI0025;1;2;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;4;0;4;70 X 60;21;NULL;2124426.06983481;2124480.67376608;52.6893266314864;125.72503727747
183;94046BH0052_01_SEN_ind01.pdf;94046BH0052;1;1;35;7;28;3;32;25;20m < D <= 30m;entre 60 et 90;1;1;0;0;35 X 30;10;NULL;2123979.62917185;2124017.18983688;-85.3253421132688;-56.7399497344557
184;94046BH0037_03_SEN_ind01.pdf;94046BH0037;3;3;35;5;30;Non dtermin;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;0;0;Non dtermin;60 X 53;10;NULL;2124116.65362334;2124137.07701947;-77.0815066321156;-48.8818943970138
185;94046BH0038_01_SEN_ind01.pdf;94046BH0038;1;1;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;0;Non dtermin;45 X 35;10;NULL;2124194.42733163;2124233.27883236;-42.8569009714974;3.24341377971586
186;94046BH0031_02_SEN_ind01.pdf;94046BH0031;2;2;35;7;28;0;35;28;Au dessus de l'axe;entre 60 et 90;0;1;0;0;60 X 30;13;NULL;2124022.00198492;2124067.20586795;-58.73708061669;-17.7373354048753
187;94046BH0033_01_SEN_ind01.pdf;94046BH0033;1;3;35;6;29;Non dtermin;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;Non dtermin;38 X 27;10;NULL;2124059.92407161;2124109.91178542;-112.04008108636;-69.3085171367743
188;94046BH0053_02_SEN_ind01.pdf;94046BH0053;2;1;35;7;28;NULL;35;28;20m < D <= 30m;entre 60 et 90;0;0;0;0;10 X 10;7;NULL;2123988.66918397;2124030.03673519;-75.5329146180638;-45.2936798261524
189;94046BH0030_02_SEN_ind01.pdf;94046BH0030;2;3;35;7;28;0;35;28;0m < D <= 10m;entre 60 et 90;0;1;0;0;60 X 30;13;NULL;2124038.84895006;2124080.2072631;-31.543889812553;8.91654946040945
190;94046BH0029_01_SEN_ind01.pdf;94046BH0029;1;1;35;6;29;0;35;29;30m < D <= 40m;entre 60 et 90;0;1;NULL;1;90 X 60;NULL;NULL;2124052.8094257;2124147.76456671;-5.2408207699589;83.9022410017044
191;94081DJ0124_01_SEN_ind01.pdf;94081DJ0124;1;1;35;23;12;0;35;12;D > 50m;entre 60 et 90;0;0;0;0;24 X 13;5;/;2126383.89006641;2126396.50641765;54.3865749079186;79.0880425359367
192;94081AU0021_01_SEN_ind01.pdf;94081AU0021;1;1;58;31;27;0;58;27;0m < D <= 10m;entre 60 et 90;Non dtermin ( btiment ferm);0;1;0;9 X 9;3;NULL;2128695.04019834;2128708.18189435;18.9124494837268;30.0674772491134
193;94081AQ0113_01_SEN_ind01.pdf;94081AQ0113;1;1;98;58;40;0;98;40;20m < D <= 30m;<30;0;1;1;0;9 X 9;6;/;2129417.02768415;2129426.51563748;22.4244220430049;36.4473482483656
194;94081AU0030_01_SEN_ind01.pdf;94081AU0030;1;1;57;31;26;2;55;24;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 8;3;/;2128668.17115747;2128676.50309181;16.9537904995276;30.5951900999567
195;94081AQ0097_02_SEN_ind01.pdf;94081AQ0097;2;1;96;54;42;0;96;42;0m < D <= 10m;entre 60 et 90;0;1;1;0;28 X 9;8;/;2129290.99897863;2129301.90790335;4.07312142723277;35.8347423234316
196;94081AR0399_01_SEN_ind01.pdf;94081AR0399;1;1;77;42;35;0;77;35;0m < D <= 10m;<30;0;1;1;0;10 X 8;7;NULL;2128993.35646431;2129006.42760229;2.82574530551785;12.554429804358
197;94081CN0096_19_SEN_ind01.pdf;94081CN0096;19;1;41;-3;44;3;38;41;40m < D <= 50m;entre 30 et 60;1;4;0;0;52 X 13;15;NULL;2127320.3518607;2127363.83510066;1.42089779443875;79.4200617953748
198;94081BP0211_01_SEN_ind01.pdf;94081BP0211;1;2;45;29;16;Non dtermin (btiment ferm);NULL;non dtermin;20m < D <= 30m;<30;Non dtermin (btiment ferm);1;1;Non dtermin (btiment ferm);15 X 7;7;/;2128046.7683794;2128061.97142485;-31.7935267772054;-24.1022191491188
199;94081AU0022_01_SEN_ind01.pdf;94081AU0022;1;1;58;31;27;2;56;25;10m < D <= 20m;entre 60 et 90;1;1;0;0;9 X 8;7;/;2128686.42756285;2128699.23876749;27.0806154073365;38.0462261343387
200;94081AQ0251_01_SEN_ind01.pdf;94081AQ0251;1;1;96;56;40;2;94;38;10m < D <= 20m;entre 30 et 60;1;1;1;0;12 X 8;8;/;2129334.32794915;2129348.79595958;8.82167148648192;23.3850345510432
201;94081CM0098_01_SEN_ind01.pdf;94081CM0098;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;3;1;0;7 X 7;11;Prsence de sablire;2126941.46853248;2126953.23135666;131.396031676139;141.045232308854
202;940810X0237_01_SEN_ind01.pdf;940810X0237;1;1;46;30;16;Inconnue (pas d'accs  l'immeuble);NULL;non dtermin;D > 50 m;<30;Inconnue (pas d'accs  l'immeuble);5;0;1;30 X 25;20;Dimension du btiment en L;2128288.24668068;2128346.95203134;83.1791418194787;129.083048633974
203;94081AQ0111_01_SEN_ind01.pdf;94081AQ0111;1;2;98;60;38;0;98;38;20m < D <= 30m;entre 60 et 90;0;0;0;0;13 X 6;4;/;2129436.97970562;2129442.53135089;16.9081599464971;30.8275075604333
204;94081AU0031_01_SEN_ind01.pdf;94081AU0031;1;1;57;31;26;2;55;24;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 8;4;/;2128672.11674496;2128684.12856882;8.32340374777987;20.9747610113318
205;94081AU0029_01_SEN_ind01.pdf;94081AU0029;1;2;56;30;26;3;53;23;10m < D <= 20m;entre 60 et 90;1;0;1;0;10 X 8;4;NULL;2128656.19084029;2128669.53131558;26.3560005273643;37.3858748842471
206;94081AR0401_01_SEN_ind01.pdf;94081AR0401;1;1;76;42;34;0;76;34;0m < D <= 10m;<30;0;1;0;0;12 X 12;6;Terrain en pente et toiture terrasse;2128979.43066943;2128993.77631422;2.72019375374723;17.2950903787563
207;94081AQ0099_01_SEN_ind01.pdf;94081AQ0099;1;1;96;54;42;0;96;42;30m < D <= 40m;entre 60 et 90;0;1;1;0;15 X 11;8;bti en L;2129309.41255889;2129324.19702494;-1.25465067544366;18.4314823743486
208;94081CH0251_01_SEN_ind01.pdf;94081CH0251;1;1;38;4;34;3;35;31;Au dessus de l'axe;entre 30 et 60;1;1;0;0;10 X 10;5;5;/;2127117.18342236;2127128.28947314;-18.1090584305999;-6.33448291272139
209;94081CM0022_01_SEN_ind01.pdf;94081CM0022;1;2;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;15 X 7;5;Prsence de sablire;2126930.76830313;2126940.755213;86.1038974849581;103.667976233909
210;94081AQ0129_01_SEN_ind01.pdf;94081AQ0129;1;2;97;60;37;2;95;35;20m < D <= 30m;entre 30 et 60;1;0;1;0;10 X 8;4;NULL;2129410.45145348;2129433.40727845;-34.2774132541631;-23.5060665497329
211;94081CH0245_01_SEN_ind01.pdf;94081CH0245;1;1;39;5;34;0;39;34;20m < D <= 30m;entre 60 et 90;0;1;1;0;10 X 9;6;/;2127154.88005469;2127166.87882958;-54.1719623370721;-35.7566851629503
212;94081AU0104_01_SEN_ind01.pdf;94081AU0104;1;1;58;30;28;Non connus;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;1;1;0;14 X 11;5;NULL;2128665.82052224;2128696.26856554;-33.4791565695724;-11.7884217883893
213;94081CI0022_01_SEN_ind01.pdf;94081CI0022;1;1;35;15;20;0;35;20;20m < D <= 30m;<30;0;0;1;0;10 X 7;3;Prsence de sablire;2126914.73917941;2126926.18556079;63.6854181351543;76.8781269317533
214;94081AR0502_01_SEN_ind01.pdf;94081AR0502;1;2;79;44;35;2;77;33;20m < D <= 30m;<30;0;1;1;0;16 X 8;6;NULL;2129033.56792855;2129049.55861122;-24.9821061577861;-16.7663326834102
215;94081CI0009_01_SEN_ind01.pdf;94081CI0009;1;1;35;13;22;3;32;19;Au dessus de l'axe;<30;1;1;1;0;20 X 6;5;Sous-sol semi-enterr.;2126921.35879519;2126943.09983853;-28.0683732665572;3.19556985998632
216;94081CH0244_01_SEN_ind01.pdf;94081CH0244;1;1;39;5;34;0;39;34;30m < D <= 40m;entre 60 et 90;0;0;1;0;10 X 9;6;/;2127156.87434924;2127180.20175324;-68.3726482827063;-42.7277525954762
217;94081DI0027_08_SEN_ind01.pdf;94081DI0027;8;1;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125387.68145389;2125536.64475689;-29.3315308273643;84.2849985700699
218;94081AQ0251_02_SEN_ind01.pdf;94081AQ0251;2;1;97;56;41;0;97;41;30m < D <= 40m;entre 30 et 60;0;0;1;0;11 X 8;3;NULL;2129320.63952982;2129331.94974381;25.0966050377414;38.3479868591445
219;94081DI0027_17_SEN_ind02.pdf;94081DI0027;17;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125480.37770585;2125513.79213592;123.621947951463;145.044743623641
220;94081DJ0131_06_SEN_ind01.pdf;94081DJ0131;6;1;35;14;21;0;35;21;Au dessus de l'axe;entre 30 et 60;0;0;0;0;25 X 21;3;NULL;2125922.15030298;2125975.528303;-27.2353708705052;20.2320839640028
221;94081CH0250_01_SEN_ind01.pdf;94081CH0250;1;1;38;4;34;3;35;31;0m < D <= 10m;entre 30 et 60;1;1;0;0;10 X 10;5;5;/;2127123.35908385;2127134.59101908;-22.8701751356099;-11.1484192189341
222;94081CI0020_01_SEN_ind01.pdf;94081CI0020;1;2;35;15;20;0;35;20;40m < D <= 50m;<30;0;1;ND11;0;16 X 6;4;Prsence de sablire;2126926.34051018;2126941.35558284;46.9918130000423;68.1854292906491
223;94081CI0014_01_SEN_ind01.pdf;94081CI0014;1;1;35;13;22;2;33;20;0m < D <= 10m;entre 60 et 90;1;0;1;0;12 X 10;3;NULL;2126928.75963915;2126947.77992779;1.64455406399077;17.973505402471
224;94081AQ0121_02_SEN_ind01.pdf;94081AQ0121;2;2;97;56;41;0;97;41;30m < D <= 40m;entre 30 et 60;0;1;1;0;35 X 9;6;Bti en L;2129371.66631194;2129388.49957511;-17.8933624625825;18.2576488430577
225;94081DI0027_02_SEN_ind02.pdf;94081DI0027;2;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125498.51045196;2125564.96356117;47.5769691241612;111.940130267137
226;94081AR0532_01_SEN_ind01.pdf;94081AR0532;1;1;92;50;42;2;90;40;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 10;4;/;2129177.26950232;2129192.8310065;8.24624721664273;18.8253589085257
227;94081CH0248_01_SEN_ind01.pdf;94081CH0248;1;1;39;4;35;3;36;32;10m < D <= 20m;entre 30 et 60;1;1;0;0;10 X 10;5;5;/;2127140.14689753;2127151.77745044;-36.4779388751336;-23.8630352035063
228;94081AR0129_01_SEN_ind01.pdf;94081AR0129;1;1;77;42;35;0;77;35;20m < D <= 30m;<30;0;1;1;0;15 X 4;5;NULL;2128999.77845945;2129012.32915151;-28.1604969106506;-10.4355584102824
229;94081AR0529_01_SEN_ind01.pdf;94081AR0529;1;1;88;48;40;0;88;40;0m < D <= 10m;<30;0;2;0;0;22 X 9;9;/;2129122.22180651;2129131.96291467;-24.1762154951889;0.371263566570083
230;94081CU0314_03_SEN_ind01.pdf;94081CU0314;3;1;45;30;15;0;45;15;30m < D <= 40m;<30;A vrifier;6;0;1;47 X 12;20;/;2128206.81064458;2128250.11906117;37.8114724776445;59.7455290690272
231;94081CN0003_03_SEN_ind01.pdf;94081CN0003;3;1;45;4;41;4;41;37;20m < D <= 30m;<30;1;0;0;0;8 X 8;4;/;2127491.484366;2127506.3376165;-12.8849118454438;3.85888826665883
232;94081DI0027_18_SEN_ind02.pdf;94081DI0027;18;2;NULL;ND2;ND3;ND4;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;ND14;ND15;2125520.86386454;2125565.33321261;146.507470750523;173.633392244063
233;94081CH0246_01_SEN_ind01.pdf;94081CH0246;1;1;39;4;35;3;36;32;20m < D <= 30m;entre 30 et 60;1;1;0;0;10 X 10;5;5;/;2127146.4109766;2127157.96809768;-41.4996628345246;-29.3106311053643
234;94081CM0115_03_SEN_ind01.pdf;94081CM0115;3;1;39;1;38;5;34;33;20m < D <= 30m;<30;1;0;0;0;31 X 20;8;NULL;2127174.19644465;2127218.91789156;-15.211619057479;25.708071258828
235;94081AQ0092_02_SEN_ind01.pdf;94081AQ0092;2;1;94;50;44;0;94;44;Au dessus de l'axe;entre 60 et 90;0;2;1;0;9 X 6;8;/;2129218.13628863;2129231.16183154;-16.9135069717894;-7.70577217391035
236;94081CO0177_01_SEN_ind01.pdf;94081CO0177;1;1;41;18;23;3;38;20;40m < D <= 50m;<30;1;14;0;6;65 X 22;41;/;2127760.95871995;2127826.40713812;50.4350562409339;75.8440694418968
237;94081CU0314_01_SEN_ind01.pdf;94081CU0314;1;2;43;30;13;7;36;6;20m < D <= 30m;entre 60 et 90;2;9;0;2;58 X 14;27;/;2128073.42701623;2128120.57722815;28.254540305784;78.3823454424955
238;94081AS0115_03_SEN_ind01.pdf;94081AS0115;3;1;61;33;28;0;61;28;10m < D <= 20m;entre 60 et 90;0;0;0;0;7 X 6;3;NULL;2128749.63256959;2128774.64382002;-8.55996550961367;36.0783360896824
239;94081AQ0103_01_SEN_ind01.pdf;94081AQ0103;1;1;97;56;41;0;97;41;20m < D <= 30m;<30;0;1;1;0;14 X 8;6;/;2129344.59096985;2129355.65858981;11.1912255013979;28.6728293434193
240;94081CI0012_01_SEN_ind01.pdf;94081CI0012;1;1;35;15;20;Non dtermin;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin;1;1;0;10 X 8;6;NULL;2126894.72044677;2126917.57831028;5.51474755765461;17.2421869652999
