shapeid;file_name;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden;depth_fond;z_fondatio;overburde2;d_min_rang;angle_bldg;stories_un;stories_ov;nb_de_nive;lift_no;footprint;height_ove;comments;pk_min;pk_max;d_min;d_max
117;94028BF0272_01_SEN_ind01.pdf;94028BF0272;1;1;35;12;23;1;34;22;0m < D <= 10m;entre 60 et 90;1;0;0;0;12 X 12;4;NULL;2123716.871;2123729.009;-12.71462886;0.186900995
118;94028BF0283_01_SEN_ind01.pdf;94028BF0283;1;2;35;13;22;4;31;18;10m < D <= 20m;entre 60 et 90;1;0;0;0;40 X 30;4;NULL;2123602.048;2123641.526;-42.06887228;-11.49869072
119;94028BD0049_01_SEN_ind01.pdf;94028BD0049;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;25 X 10;4;NULL;2123047.566;2123060.589;-18.45805255;-5.577286738
120;94028BD0294_01_SEN_ind01.pdf;94028BD0294;1;2;35;20;15;3;32;12;40m < D <= 50m;entre 60 et 90;1;1;0;0;15 X 10;6;NULL;2123112.908;2123127.589;-43.88548922;-26.35697129
121;94028BD0210_01_SEN_ind01.pdf;94028BD0210;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;2;0;0;20 X 10;12;NULL;2123030.104;2123052.013;23.67713216;37.84292052
122;94028BF0087_02_SEN_ind01.pdf;94028BF0087;2;3;35;13;22;1;34;21;D > 50 m;entre 60 et 90;1;4;0;1;90 X 80;16;NULL;2123556.529;2123582.296;-81.64157527;-45.79506734
123;94028BD0046_01_SEN_ind01.pdf;94028BD0046;1;1;35;21;14;0;35;14;40m < D <= 50m;entre 60 et 90;0;0;0;0;6 X 4;3;NULL;2123088.36;2123097.236;-54.62213021;-44.67845625
124;94028BD0049_02_SEN_ind01.pdf;94028BD0049;2;1;35;22;13;0;35;13;20m < D <= 30m;entre 60 et 90;0;0;0;0;8 X 3;3;NULL;2123048.103;2123054.133;-30.31334029;-23.71284134
125;94028BD0058_01_SEN_ind01.pdf;94028BD0058;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;1;0;0;18 X 10;7;NULL;2123010.382;2123020.485;-5.760005368;3.402166869
126;94028BD0055_01_SEN_ind01.pdf;94028BD0055;1;2;35;22;13;3;32;10;40m < D <= 50m;entre 60 et 90;1;0;1;0;18 X 10;5;NULL;2123016.068;2123025.41;-40.16084995;-30.18222759
127;94028BD0056_01_SEN_ind01.pdf;94028BD0056;1;2;35;22;13;3;32;10;30m < D <= 40m;entre 60 et 90;1;0;1;0;18 X 10;5;NULL;2123013.67;2123023.508;-31.6887882;-22.14327175
128;94028BD0064_01_SEN_ind01.pdf;94028BD0064;1;2;35;21;14;3;32;11;20m < D <= 30m;entre 60 et 90;1;0;0;0;20 X 10;3;NULL;2123082.959;2123097.368;-21.554362;-7.896463515
129;94028BD0272_01_SEN_ind01.pdf;94028BD0272;1;2;35;21;14;3;32;11;Au dessus de l'axe;entre 60 et 90;1;0;1;0;16 X 10;5;NULL;2123054.296;2123064.675;12.89144325;25.15847136
130;94028BD0057_01_SEN_ind01.pdf;94028BD0057;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;18 X 10;4;NULL;2123018.917;2123028.41;-3.848497925;5.516270696
131;94028BF0157_01_SEN_ind01.pdf;94028BF0157;1;1;35;8;27;3;32;24;40m < D <= 50m;entre 60 et 90;1;2;0;1;30 X 23;9;NULL;2123971.069;2124007.556;16.06112042;52.79289614
132;94028BD0060_02_SEN_ind01.pdf;94028BD0060;2;2;35;22;13;0;35;13;10m < D <= 20m;entre 60 et 90;0;0;0;0;5 X 3;3;NULL;2123026.145;2123029.78;21.08405754;26.73980011
133;94028BE0523_03_SEN_ind01.pdf;94028BE0523;3;1;35;20;15;0;35;15;D > 50m;entre 60 et 90;0;0;0;0;11 X 8;4;NULL;2123085.501;2123101.753;124.4851251;133.7202409
134;94028BE0523_01_SEN_ind01.pdf;94028BE0523;1;1;35;20;15;0;35;15;20m < D <= 30m;entre 60 et 90;0;0;0;0;66 X 42;9;NULL;2123086.313;2123176.499;61.8125459;132.0678329
135;94028BD0048_01_SEN_ind01.pdf;94028BD0048;1;2;35;21;14;3;32;11;30m < D <= 40m;entre 60 et 90;1;0;1;0;20 X 15;5;NULL;2123060.735;2123071.2;-32.77577746;-18.03252931
136;94028BD0183_01_SEN_ind01.pdf;94028BD0183;1;2;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;18 X 10;4;NULL;2123004.478;2123014.499;19.04200623;27.55715923
137;94028BE0493_01_SEN_ind01.pdf;94028BE0493;1;1;35;17;18;2;33;16;Au dessus de l'axe;entre 60 et 90;1;0;0;0;18 X 15;3;NULL;2123341.278;2123358.278;-5.401358971;10.57263242
138;94028BD0098_01_SEN_ind01.pdf;94028BD0098;1;2;35;21;14;3;32;11;0m < D <= 10m;entre 60 et 90;1;0;1;0;20 X 10;5;NULL;2123066.693;2123080.88;-1.300625579;15.21114038
139;94028BE0516_01_SEN_ind01.pdf;94028BE0516;1;1;35;20;15;3;32;12;Au dessus de l'axe;entre 60 et 90;1;0;0;0;36 X 26;10;NULL;2123135.531;2123174.598;8.560617748;47.7201538
140;94028BD0100_01_SEN_ind01.pdf;94028BD0100;1;2;35;21;14;3;32;11;10m < D <= 20m;entre 60 et 90;1;0;1;0;20 X 10;5;NULL;2123073.569;2123084.393;-7.170073466;3.758154641
141;94028BD0050_01_SEN_ind01.pdf;94028BD0050;1;3;35;22;13;3;32;10;10m < D <= 20m;entre 60 et 90;1;0;1;0;25 X 10;4;NULL;2123038.944;2123052.107;-11.08210947;1.750652005
142;94028BD0100_02_SEN_ind01.pdf;94028BD0100;2;2;35;21;14;0;35;14;10m < D <= 20m;entre 60 et 90;0;0;0;0;10 X 5;3;NULL;2123088.467;2123096.956;-3.755508428;4.806687238
143;94028BD0058_02_SEN_ind01.pdf;94028BD0058;2;3;35;22;13;0;35;13;20m < D <= 30m;entre 60 et 90;0;0;0;0;7 X 3;3;NULL;2123018.607;2123023.578;-19.26580739;-15.99134992
144;94028BF0159_01_SEN_ind01.pdf;94028BF0159;1;1;35;8;27;4;31;23;Au dessus de l'axe;entre 60 et 90;1;1;0;NULL;60 X 41;10;NULL;2123918.497;2123968.716;-43.18602111;3.589975685
145;94028BF0210_01_SEN_ind01.pdf;94028BF0210;1;1;35;13;22;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;5;0;Non dtermin;50 X 18;18;NULL;2123625.688;2123659.789;31.97491206;82.79175482
146;94028BF0272_02_SEN_ind01.pdf;94028BF0272;2;1;35;12;23;1;34;22;30m < D <= 40m;entre 60 et 90;1;0;0;0;12 X 12;4;NULL;2123715.775;2123726.972;-41.18337914;-27.47987635
147;94028BF0159_03_SEN_ind01.pdf;94028BF0159;3;1;35;8;27;4;31;23;20m < D <= 30m;entre 60 et 90;1;0;0;NULL;12 X 12;4;NULL;2123935.816;2123946.08;-60.32909315;-45.85013632
148;94028BF0157_02_SEN_ind01.pdf;94028BF0157;2;2;35;8;27;3;32;24;D > 50m;entre 60 et 90;0;0;0;0;55 X 11;7;NULL;2123923.364;2123968.461;58.41675344;103.4824754
149;94028BC0259_01_SEN_ind03.pdf;94028BC0259;1;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2122731.475;2122757.549;-26.8505383;-8.378894663
150;94028BC0276_01_SEN_ind01.pdf;94028BC0276;1;2;42;26;16;12;30;4;40m < D <= 50m;<30;4;1;0;0;71 X 70;6;NULL;2122434.149;2122631.57;7.650773739;97.2514817
151;94028BC0117_01_SEN_ind01.pdf;94028BC0117;1;2;35;26;9;3;32;6;0m < D <= 10m;entre 60 et 90;4;8;0;4;40 X 17;30;NULL;2122624.807;2122684.79;7.650773739;60.81826915
152;94028BC0277_02_SEN_ind01.pdf;94028BC0277;2;2;36;26;10;7;29;3;10m < D <= 20m;<30;4;9;0;1;35 X 17;36;8;2122508.135;2122573.66;7.313724663;47.39226236
153;94028BC0255_03_SEN_ind01.pdf;94028BC0255;3;1;35;25;10;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;9;0;Non dtermin;80 X 60;32;NULL;2122918.796;2122940.595;-34.67933445;-13.1029811
154;94028BC0255_05_SEN_ind01.pdf;94028BC0255;5;1;35;25;10;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;0;0;Non dtermin;80 X 60;4;NULL;2122915.014;2122932.094;-52.3868111;-36.27134029
155;94028BC0300_02_SEN_ind01.pdf;94028BC0300;2;1;35;25;10;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin;1;0;Non dtermin;40 X 35;3;NULL;2122942.66;2122952.611;18.10043758;19.82263159
156;94028BC0300_01_SEN_ind01.pdf;94028BC0300;1;1;35;25;10;3;32;7;0m < D <= 10m;entre 60 et 90;1;8;0;2;40 X 35;24;NULL;2122926.524;2122965.241;19.73609018;50.28775803
157;94028BC0255_02_SEN_ind01.pdf;94028BC0255;2;1;35;23;12;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;7;0;Non dtermin;80 X 60;25;NULL;2122937.168;2122983.767;-65.11384601;-14.01318039
158;94028BC0255_04_SEN_ind01.pdf;94028BC0255;4;1;35;23;12;0;NULL;non dtermin;10m < D <= 20m;entre 60 et 90;Non dtermin;0;0;Non dtermin;80 X 60;4;NULL;2122984.22;2122995.129;-45.1717205;-30.3258845
178;94028BC0310_03_SEN_ind01.pdf;94028BC0310;3;1;43;24;19;0;43;19;30m < D <= 40m;entre 60 et 90;0;1;0;0;26 X 14;6;NULL;2122284.979;2122350.171;-101.2552;-60.32257741
179;94046BH0042_02_SEN_ind01.pdf;94046BH0042;2;1;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;4;0;1;34 X 34;16;NULL;2124189.677;2124225.631;21.82107926;56.94155517
180;94046BH0037_01_SEN_ind01.pdf;94046BH0037;1;3;35;6;29;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;Non dtermin;0;Non dtermin;60 X 53;10;NULL;2124076.545;2124154.961;-79.49050782;-16.16238883
181;94046BH0036_03_SEN_ind01.pdf;94046BH0036;3;3;35;5;30;0;NULL;non dtermin;D > 50m;entre 60 et 90;Non dtermin;0;0;Non dtermin;60 X 40;3;NULL;2124194.79;2124239.337;-131.4803346;-71.42907558
182;94046BI0025_01_SEN_ind01.pdf;94046BI0025;1;2;35;5;30;4;31;26;20m < D <= 30m;entre 60 et 90;1;4;0;4;70 X 60;21;NULL;2124426.07;2124480.674;52.68932663;125.7250373
183;94046BH0052_01_SEN_ind01.pdf;94046BH0052;1;1;35;7;28;3;32;25;20m < D <= 30m;entre 60 et 90;1;1;0;0;35 X 30;10;NULL;2123979.629;2124017.19;-85.32534211;-56.73994973
184;94046BH0037_03_SEN_ind01.pdf;94046BH0037;3;3;35;5;30;0;NULL;non dtermin;Au dessus de l'axe;entre 60 et 90;Non dtermin;0;0;Non dtermin;60 X 53;10;NULL;2124116.654;2124137.077;-77.08150663;-48.8818944
185;94046BH0038_01_SEN_ind01.pdf;94046BH0038;1;1;35;5;30;3;32;27;Au dessus de l'axe;entre 60 et 90;Non dtermin;1;0;Non dtermin;45 X 35;10;NULL;2124194.427;2124233.279;-42.85690097;3.24341378
186;94046BH0031_02_SEN_ind01.pdf;94046BH0031;2;2;35;7;28;0;35;28;Au dessus de l'axe;entre 60 et 90;0;1;0;0;60 X 30;13;NULL;2124022.002;2124067.206;-58.73708062;-17.7373354
187;94046BH0033_01_SEN_ind01.pdf;94046BH0033;1;3;35;6;29;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;Non dtermin;38 X 27;10;NULL;2124059.924;2124109.912;-112.0400811;-69.30851714
188;94046BH0053_02_SEN_ind01.pdf;94046BH0053;2;1;35;7;28;0;35;28;20m < D <= 30m;entre 60 et 90;0;0;0;0;10 X 10;7;NULL;2123988.669;2124030.037;-75.53291462;-45.29367983
189;94046BH0030_02_SEN_ind01.pdf;94046BH0030;2;3;35;7;28;0;35;28;0m < D <= 10m;entre 60 et 90;0;1;0;0;60 X 30;13;NULL;2124038.849;2124080.207;-31.54388981;8.91654946
190;94046BH0029_01_SEN_ind01.pdf;94046BH0029;1;1;35;6;29;0;35;29;30m < D <= 40m;entre 60 et 90;0;1;NULL;1;90 X 60;7;NULL;2124052.809;2124147.765;-5.24082077;83.902241
191;94081DJ0124_01_SEN_ind01.pdf;94081DJ0124;1;1;35;23;12;0;35;12;D > 50m;entre 60 et 90;0;0;0;0;24 X 13;5;/;2126383.89;2126396.506;54.38657491;79.08804254
192;94081AU0021_01_SEN_ind01.pdf;94081AU0021;1;1;58;31;27;0;58;27;0m < D <= 10m;entre 60 et 90;Non dtermin ( btiment ferm);0;1;0;9 X 9;3;NULL;2128695.04;2128708.182;18.91244948;30.06747725
193;94081AQ0113_01_SEN_ind01.pdf;94081AQ0113;1;1;98;58;40;0;98;40;20m < D <= 30m;<30;0;1;1;0;9 X 9;6;/;2129417.028;2129426.516;22.42442204;36.44734825
194;94081AU0030_01_SEN_ind01.pdf;94081AU0030;1;1;57;31;26;2;55;24;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 8;3;/;2128668.171;2128676.503;16.9537905;30.5951901
195;94081AQ0097_02_SEN_ind01.pdf;94081AQ0097;2;1;96;54;42;0;96;42;0m < D <= 10m;entre 60 et 90;0;1;1;0;28 X 9;8;/;2129290.999;2129301.908;4.073121427;35.83474232
196;94081AR0399_01_SEN_ind01.pdf;94081AR0399;1;1;77;42;35;0;77;35;0m < D <= 10m;<30;0;1;1;0;10 X 8;7;NULL;2128993.356;2129006.428;2.825745306;12.5544298
197;94081CN0096_19_SEN_ind01.pdf;94081CN0096;19;1;41;-3;44;3;38;41;40m < D <= 50m;entre 30 et 60;1;4;0;0;52 X 13;15;NULL;2127320.352;2127363.835;1.420897794;79.4200618
198;94081BP0211_01_SEN_ind01.pdf;94081BP0211;1;2;45;29;16;0;NULL;non dtermin;20m < D <= 30m;<30;Non dtermin (btiment ferm);1;1;Non dtermin (btiment ferm);15 X 7;7;/;2128046.768;2128061.971;-31.79352678;-24.10221915
199;94081AU0022_01_SEN_ind01.pdf;94081AU0022;1;1;58;31;27;2;56;25;10m < D <= 20m;entre 60 et 90;1;1;0;0;9 X 8;7;/;2128686.428;2128699.239;27.08061541;38.04622613
200;94081AQ0251_01_SEN_ind01.pdf;94081AQ0251;1;1;96;56;40;2;94;38;10m < D <= 20m;entre 30 et 60;1;1;1;0;12 X 8;8;/;2129334.328;2129348.796;8.821671486;23.38503455
201;94081CM0098_01_SEN_ind01.pdf;94081CM0098;1;1;35;17;18;3;32;15;40m < D <= 50m;entre 30 et 60;1;3;1;0;7 X 7;11;Prsence de sablire;2126941.469;2126953.231;131.3960317;141.0452323
202;940810X0237_01_SEN_ind01.pdf;940810X0237;1;1;46;30;16;0;NULL;non dtermin;D > 50 m;<30;Inconnue (pas d'accs  l'immeuble);5;0;1;30 X 25;20;Dimension du btiment en L;2128288.247;2128346.952;83.17914182;129.0830486
203;94081AQ0111_01_SEN_ind01.pdf;94081AQ0111;1;2;98;60;38;0;98;38;20m < D <= 30m;entre 60 et 90;0;0;0;0;13 X 6;4;/;2129436.98;2129442.531;16.90815995;30.82750756
204;94081AU0031_01_SEN_ind01.pdf;94081AU0031;1;1;57;31;26;2;55;24;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 8;4;/;2128672.117;2128684.129;8.323403748;20.97476101
205;94081AU0029_01_SEN_ind01.pdf;94081AU0029;1;2;56;30;26;3;53;23;10m < D <= 20m;entre 60 et 90;1;0;1;0;10 X 8;4;NULL;2128656.191;2128669.531;26.35600053;37.38587488
206;94081AR0401_01_SEN_ind01.pdf;94081AR0401;1;1;76;42;34;0;76;34;0m < D <= 10m;<30;0;1;0;0;12 X 12;6;Terrain en pente et toiture terrasse;2128979.431;2128993.776;2.720193754;17.29509038
207;94081AQ0099_01_SEN_ind01.pdf;94081AQ0099;1;1;96;54;42;0;96;42;30m < D <= 40m;entre 60 et 90;0;1;1;0;15 X 11;8;bti en L;2129309.413;2129324.197;-1.254650675;18.43148237
208;94081CH0251_01_SEN_ind01.pdf;94081CH0251;1;1;38;4;34;3;35;31;Au dessus de l'axe;entre 30 et 60;1;1;0;0;10 X 10;5;5;2127117.183;2127128.289;-18.10905843;-6.334482913
209;94081CM0022_01_SEN_ind01.pdf;94081CM0022;1;2;35;16;19;2;33;17;40m < D <= 50m;entre 60 et 90;1;1;1;0;15 X 7;5;Prsence de sablire;2126930.768;2126940.755;86.10389748;103.6679762
210;94081AQ0129_01_SEN_ind01.pdf;94081AQ0129;1;2;97;60;37;2;95;35;20m < D <= 30m;entre 30 et 60;1;0;1;0;10 X 8;4;NULL;2129410.451;2129433.407;-34.27741325;-23.50606655
211;94081CH0245_01_SEN_ind01.pdf;94081CH0245;1;1;39;5;34;0;39;34;20m < D <= 30m;entre 60 et 90;0;1;1;0;10 X 9;6;/;2127154.88;2127166.879;-54.17196234;-35.75668516
212;94081AU0104_01_SEN_ind01.pdf;94081AU0104;1;1;58;30;28;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;1;1;0;14 X 11;5;NULL;2128665.821;2128696.269;-33.47915657;-11.78842179
213;94081CI0022_01_SEN_ind01.pdf;94081CI0022;1;1;35;15;20;0;35;20;20m < D <= 30m;<30;0;0;1;0;10 X 7;3;Prsence de sablire;2126914.739;2126926.186;63.68541814;76.87812693
214;94081AR0502_01_SEN_ind01.pdf;94081AR0502;1;2;79;44;35;2;77;33;20m < D <= 30m;<30;0;1;1;0;16 X 8;6;NULL;2129033.568;2129049.559;-24.98210616;-16.76633268
215;94081CI0009_01_SEN_ind01.pdf;94081CI0009;1;1;35;13;22;3;32;19;Au dessus de l'axe;<30;1;1;1;0;20 X 6;5;Sous-sol semi-enterr.;2126921.359;2126943.1;-28.06837327;3.19556986
216;94081CH0244_01_SEN_ind01.pdf;94081CH0244;1;1;39;5;34;0;39;34;30m < D <= 40m;entre 60 et 90;0;0;1;0;10 X 9;6;/;2127156.874;2127180.202;-68.37264828;-42.7277526
217;94081DI0027_08_SEN_ind01.pdf;94081DI0027;8;1;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125387.681;2125536.645;-29.33153083;84.28499857
218;94081AQ0251_02_SEN_ind01.pdf;94081AQ0251;2;1;97;56;41;0;97;41;30m < D <= 40m;entre 30 et 60;0;0;1;0;11 X 8;3;NULL;2129320.64;2129331.95;25.09660504;38.34798686
219;94081DI0027_17_SEN_ind02.pdf;94081DI0027;17;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125480.378;2125513.792;123.621948;145.0447436
220;94081DJ0131_06_SEN_ind01.pdf;94081DJ0131;6;1;35;14;21;0;35;21;Au dessus de l'axe;entre 30 et 60;0;0;0;0;25 X 21;3;NULL;2125922.15;2125975.528;-27.23537087;20.23208396
221;94081CH0250_01_SEN_ind01.pdf;94081CH0250;1;1;38;4;34;3;35;31;0m < D <= 10m;entre 30 et 60;1;1;0;0;10 X 10;5;5;2127123.359;2127134.591;-22.87017514;-11.14841922
222;94081CI0020_01_SEN_ind01.pdf;94081CI0020;1;2;35;15;20;0;35;20;40m < D <= 50m;<30;0;1;ND11;0;16 X 6;4;Prsence de sablire;2126926.341;2126941.356;46.991813;68.18542929
223;94081CI0014_01_SEN_ind01.pdf;94081CI0014;1;1;35;13;22;2;33;20;0m < D <= 10m;entre 60 et 90;1;0;1;0;12 X 10;3;NULL;2126928.76;2126947.78;1.644554064;17.9735054
224;94081AQ0121_02_SEN_ind01.pdf;94081AQ0121;2;2;97;56;41;0;97;41;30m < D <= 40m;entre 30 et 60;0;1;1;0;35 X 9;6;Bti en L;2129371.666;2129388.5;-17.89336246;18.25764884
225;94081DI0027_02_SEN_ind02.pdf;94081DI0027;2;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125498.51;2125564.964;47.57696912;111.9401303
226;94081AR0532_01_SEN_ind01.pdf;94081AR0532;1;1;92;50;42;2;90;40;0m < D <= 10m;entre 60 et 90;1;0;1;0;11 X 10;4;/;2129177.27;2129192.831;8.246247217;18.82535891
227;94081CH0248_01_SEN_ind01.pdf;94081CH0248;1;1;39;4;35;3;36;32;10m < D <= 20m;entre 30 et 60;1;1;0;0;10 X 10;5;5;2127140.147;2127151.777;-36.47793888;-23.8630352
228;94081AR0129_01_SEN_ind01.pdf;94081AR0129;1;1;77;42;35;0;77;35;20m < D <= 30m;<30;0;1;1;0;15 X 4;5;NULL;2128999.778;2129012.329;-28.16049691;-10.43555841
229;94081AR0529_01_SEN_ind01.pdf;94081AR0529;1;1;88;48;40;0;88;40;0m < D <= 10m;<30;0;2;0;0;22 X 9;9;/;2129122.222;2129131.963;-24.1762155;0.371263567
230;94081CU0314_03_SEN_ind01.pdf;94081CU0314;3;1;45;30;15;0;45;15;30m < D <= 40m;<30;A vrifier;6;0;1;47 X 12;20;/;2128206.811;2128250.119;37.81147248;59.74552907
231;94081CN0003_03_SEN_ind01.pdf;94081CN0003;3;1;45;4;41;4;41;37;20m < D <= 30m;<30;1;0;0;0;8 X 8;4;/;2127491.484;2127506.338;-12.88491185;3.858888267
232;94081DI0027_18_SEN_ind02.pdf;94081DI0027;18;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125520.864;2125565.333;146.5074708;173.6333922
233;94081CH0246_01_SEN_ind01.pdf;94081CH0246;1;1;39;4;35;3;36;32;20m < D <= 30m;entre 30 et 60;1;1;0;0;10 X 10;5;5;2127146.411;2127157.968;-41.49966283;-29.31063111
234;94081CM0115_03_SEN_ind01.pdf;94081CM0115;3;1;39;1;38;5;34;33;20m < D <= 30m;<30;1;0;0;0;31 X 20;8;NULL;2127174.196;2127218.918;-15.21161906;25.70807126
235;94081AQ0092_02_SEN_ind01.pdf;94081AQ0092;2;1;94;50;44;0;94;44;Au dessus de l'axe;entre 60 et 90;0;2;1;0;9 X 6;8;/;2129218.136;2129231.162;-16.91350697;-7.705772174
236;94081CO0177_01_SEN_ind01.pdf;94081CO0177;1;1;41;18;23;3;38;20;40m < D <= 50m;<30;1;14;0;6;65 X 22;41;/;2127760.959;2127826.407;50.43505624;75.84406944
237;94081CU0314_01_SEN_ind01.pdf;94081CU0314;1;2;43;30;13;7;36;6;20m < D <= 30m;entre 60 et 90;2;9;0;2;58 X 14;27;/;2128073.427;2128120.577;28.25454031;78.38234544
238;94081AS0115_03_SEN_ind01.pdf;94081AS0115;3;1;61;33;28;0;61;28;10m < D <= 20m;entre 60 et 90;0;0;0;0;7 X 6;3;NULL;2128749.633;2128774.644;-8.55996551;36.07833609
239;94081AQ0103_01_SEN_ind01.pdf;94081AQ0103;1;1;97;56;41;0;97;41;20m < D <= 30m;<30;0;1;1;0;14 X 8;6;/;2129344.591;2129355.659;11.1912255;28.67282934
240;94081CI0012_01_SEN_ind01.pdf;94081CI0012;1;1;35;15;20;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin;1;1;0;10 X 8;6;NULL;2126894.72;2126917.578;5.514747558;17.24218697
241;94081CI0008_01_SEN_ind01.pdf;94081CI0008;1;1;35;15;20;0;NULL;non dtermin;0m < D <= 10m;entre 60 et 90;Non dtermin (btiment ferm);1;1;0;9 X 9;7;NULL;2126884.745;2126931.295;-33.0707489;-9.043245293
242;94081CH0249_01_SEN_ind01.pdf;94081CH0249;1;1;38;4;34;3;35;31;0m < D <= 10m;entre 30 et 60;1;1;0;0;10 X 10;5;5;2127129.618;2127141.786;-28.31487482;-15.8518652
243;94081AU0188_01_SEN_ind01.pdf;94081AU0188;1;2;48;30;18;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;?;2;1;0;40 X 8;9;NULL;2128396.163;2128424.637;34.63166727;61.99358976
244;94081DJ0131_05_SEN_ind01.pdf;94081DJ0131;5;2;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;0;40 X 15;9;Btiment abandonn;2126042.066;2126228.046;-54.08867225;120.6836339
245;94081DJ0122_01_SEN_ind01.pdf;94081DJ0122;1;1;35;25;10;0;35;10;Au dessus de l'axe;<30;0;0;0;0;90 X 65;7;NULL;2126376.657;2126476.051;-144.3572001;-76.53246641
246;94081DI0027_05_SEN_ind02.pdf;94081DI0027;5;2;NULL;ND2;ND3;0;NULL;ND6;ND7;ND8;NULL;ND10;ND11;ND12;NULL;7;ND15;2125493.848;2125510.62;55.42201094;73.48194836
247;94081BP0126_01_SEN_ind01.pdf;94081BP0126;1;1;46;30;16;2;44;14;40m < D <= 50m;<30;1;0;0;0;12 X 12;5;Bti semi-entrr;2128131.358;2128197.211;-106.1238457;-62.798751
248;94081DI0024_04_SEN_ind01.pdf;94081DI0024;4;2;35;15;20;0;35;20;0m < D <= 10m;<30;0;4;0;2;55 X 35;15;NULL;2125872.664;2125938.489;-74.01890436;-18.92087502
249;94081CN0092_02_SEN_ind01.pdf;94081CN0092;2;1;40;1;39;0;40;39;0m < D <= 10m;entre 30 et 60;0;1;0;0;46 X 30;6;NULL;2127216.272;2127267.659;-58.62650358;-8.684783652
250;94081CU0288_01_SEN_ind01.pdf;94081CU0288;1;1;43;30;13;4;39;9;40m < D <= 50m;<30;1;1;0;0;50 X 50;7;/;2128199.239;2128248.461;57.88111537;106.7719186
251;94081CM0115_04_SEN_ind01.pdf;94081CM0115;4;1;38;5;33;4;34;29;10m < D <= 20m;entre 30 et 60;1;1;0;1;40 X 30;12;NULL;2127122.419;2127168.796;-0.863407285;57.93262285
252;94081DI0005_02_SEN_ind01.pdf;94081DI0005;2;1;35;11;24;0;NULL;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;Non dtermin;27 X 14;8;NULL;2125729.529;2125847.536;-87.29631919;-11.00034221
253;94081BP0203_01_SEN_ind01.pdf;94081BP0203;1;2;50;30;20;6;44;14;10m < D <= 20m;entre 60 et 90;2;10;0;4;65 X 12;30;NULL;2128345.238;2128379.737;-80.59524376;-10.79146899
254;94081CN0096_17_SEN_ind01.pdf;94081CN0096;17;1;40;-1;41;3;37;38;D > 50m;entre 60 et 90;1;9;0;3;41 X 14;27;NULL;2127377.955;2127458.094;-78.34719845;101.2817587
255;94081BT0134_03_SEN_ind01.pdf;94081BT0134;3;1;45;11;34;0;45;34;0m < D <= 10m;non dtermin;0;10;0;1;17 X 17;3;NULL;2127661.029;2127677.485;-37.58331446;-20.17762808
256;94081CI0231_01_SEN_ind01.pdf;94081CI0231;1;2;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;0;17 X 13;6;/;2126552.236;2126592.173;-32.38535406;-10.10330223
257;94081CN0002_02_SEN_ind01.pdf;94081CN0002;2;2;45;6;39;0;45;39;30m < D <= 40m;<30;0;0;0;0;11 X 5;3;/;2127479.359;2127545.202;10.05512006;148.0074413
258;94081BQ0220_01_SEN_ind01.pdf;94081BQ0220;1;2;44;18;26;0;44;26;10m < D <= 20m;entre 60 et 90;0;1;0;3;126 X 100;10;NULL;2127755.998;2127887.267;-107.3864824;-11.08636901
